trait,use_in_outlier_filter
trait,use_in_outlier_filter
C101_A1B,TRUE
C101_C,TRUE
C102_A1B,TRUE
C102_C,TRUE
C103_A,TRUE
C103_A1B,TRUE
C103_C,TRUE
C104_A,TRUE
C104_A1B,TRUE
C104_C,TRUE
C105_A1B,FALSE
C105_C,FALSE
C106_A1B,FALSE
C106_C,FALSE
C107_A1B,TRUE
C107_C,TRUE
C108_A1B,
C108_C,
C109_A1B,
C109_C,
C11-1_A,
C11-1_A1B,
C11-1_C,
C11-2_A1B,TRUE
C11-2_C,TRUE
C110_A1B,
C110_C,
C111_A1B,
C111_C,
C112_A1B,
C112_C,
C113_A1B,FALSE
C113_C,FALSE
C114_A1B,
C114_C,
C115_A,
C115_A1B,
C115_C,
C116_A1B,
C116_C,
C117_A1B,
C117_C,
C118_A1B,
C118_C,
C12-1_A,
C12-1_A1B,
C12-1_C,
C12-2_A1B,
C12-2_C,
C126_A,
C126_A1B,
C126_C,
C128_A1B,
C128_C,
C13_A,
C13_A1B,
C13_C,
D102_A,
D103_C,
D104_A1B,
D105_A,
D106_C,
D107_A1B,
D108_C,
D109_C,
D110_A1B,
D112_C,
D113_C,
D114_A1B,
D116_C,
D117_A,
D117_C,
D118_A1B,
D119_C,
D121_C,
D123_C,
D125_C,
D126_A1B,
D127_A,
D128_C,
D129_A1B,
D130_C,
D131_C,
D132_A1B,
D134_C,
D135_A,
D135_C,
D136_A1B,
D137_C,
D139_C,
D14-1_A,
D14-1_C,
D14-2_C,
D14-3_A1B,
D14-3_C,
D141_C,
D142_A1B,
D143_C,
D144_C,
D145_C,
D146_C,
D147_A,
D147_C,
D148_A,
D148_C,
D15-1_A,
D15-1_C,
D15-2_C,
D15-3_A1B,
D15-3_C,
D151_C,
D152_C,
D153_C,
D154_A,FALSE
D154_A1B,FALSE
D154_C,FALSE
D155_A,FALSE
D155_A1B,FALSE
D155_C,FALSE
D156_C,FALSE
D157_C,FALSE
D158_C,FALSE
D159_C,FALSE
D16-1_A,FALSE
D16-1_C,FALSE
D16-2_C,FALSE
D16-3_A1B,FALSE
D16-3_C,FALSE
D162_C,FALSE
D163_C,FALSE
D166_C,FALSE
D167_C,FALSE
D169_A1B,FALSE
D169_C,FALSE
D17-1_A,
D17-1_C,
D17-2_C,
D17-3_A1B,
D170_A1B,FALSE
D170_C,FALSE
D173_A,
D173_C,
D174_C,
D175_A1B,
D176_A,
D176_C,
D177_C,
D178_A1B,
D179_A,
D179_C,
D180_C,
D181_A1B,
D182_A,
D182_C,
D183_C,
D184_A1B,
D185_C,
D186_C,
D191_A,
D191_C,
D192_C,
D193_A1B,
D193_C,
D194_A,
D194_C,
D195_C,
D196_A1B,
D196_C,
D197_C,
D198_C,
C127_A,FALSE
C127_A1B,FALSE
C127_C,FALSE
D143_A1B,FALSE
D145_A1B,FALSE
D147_A1B,FALSE
D148_A1B,FALSE
D149_C,FALSE
D150_C,FALSE
D152_A1B,FALSE
D160_A1B,FALSE
D164_A1B,FALSE
D171_A1B,FALSE
D188_A,FALSE
D188_A1B,FALSE
D188_C,FALSE
D189_C,FALSE
A101_A,FALSE
A101_A1B,FALSE
A101_C,FALSE
A102_A1B,FALSE
A102_C,FALSE
A103_A1B,FALSE
A103_C,FALSE
A104_A1B,FALSE
A104_C,FALSE
A105,FALSE
A105_A,FALSE
A106,FALSE
A106_A,FALSE
A107,FALSE
A107_A1B,FALSE
A107_C,FALSE
A108,FALSE
A108_A1B,FALSE
A108_C,FALSE
A109,FALSE
A109_A1B,FALSE
A109_C,FALSE
A110,FALSE
A110_A1B,FALSE
A110_C,FALSE
A111,FALSE
A112,FALSE
A112_A1B,FALSE
A112_C,FALSE
A113,FALSE
A113_A,FALSE
A113_A1B,FALSE
A113_C,FALSE
A114,FALSE
A115,FALSE
A116,FALSE
A117,FALSE
A118,FALSE
A119,FALSE
A120_A,FALSE
A120_A1B,FALSE
A120_C,FALSE
A121_A,FALSE
A121_A1B,FALSE
A121_C,FALSE
A122_A,FALSE
A122_A1B,FALSE
A122_C,FALSE
A123_A,FALSE
A123_A1B,FALSE
A123_C,FALSE
A7-1_A,FALSE
A7-1_A1B,FALSE
A7-1_C,FALSE
A7-2_A1B,FALSE
A7-2_C,FALSE
A8-1_A,FALSE
A8-1_A1B,FALSE
A8-1_C,FALSE
A8-2_A1B,FALSE
A8-2_C,FALSE
A9_A1B,FALSE
A9_C,FALSE
C119,FALSE
C120,FALSE
C121,FALSE
C122,FALSE
C123,FALSE
C123_A1B,FALSE
C123_C,FALSE
C124,FALSE
C124_A1B,FALSE
C124_C,FALSE
C125,FALSE
C125_A1B,FALSE
C125_C,FALSE
D161_A1B,FALSE
D165_A1B,FALSE
D172_A1B,FALSE
D190_A1B,FALSE
D199,FALSE
D200,FALSE
D201,FALSE
D202,FALSE
D203,FALSE
D204,FALSE
D205,FALSE
D206,FALSE
D207,FALSE
D208,FALSE
D209,FALSE
D210,FALSE
D211,FALSE
D212,FALSE
D213,FALSE
D214,FALSE
D215,FALSE
D216,FALSE
ACV101_A,FALSE
ACV101_A1B,FALSE
ACV101_C,FALSE
ACV102_A1B,FALSE
ACV102_C,FALSE
ACV103_A1B,FALSE
ACV103_C,FALSE
ACV104_A1B,FALSE
ACV104_C,FALSE
ACV120_A,FALSE
ACV120_A1B,FALSE
ACV120_C,FALSE
ACV121_A,FALSE
ACV121_A1B,FALSE
ACV121_C,FALSE
ACV122_A,FALSE
ACV122_A1B,FALSE
ACV122_C,FALSE
ACV123_A,FALSE
ACV123_A1B,FALSE
ACV123_C,FALSE
ACV7-1_A,FALSE
ACV7-1_A1B,FALSE
ACV7-1_C,FALSE
ACV7-2_A1B,FALSE
ACV7-2_C,FALSE
ACV8-1_A,FALSE
ACV8-1_A1B,FALSE
ACV8-1_C,FALSE
ACV8-2_A1B,FALSE
ACV8-2_C,FALSE
ACV9_A1B,FALSE
ACV9_C,FALSE
CCV101_A1B,FALSE
CCV101_C,FALSE
CCV102_A1B,FALSE
CCV102_C,FALSE
CCV103_A,FALSE
CCV103_A1B,FALSE
CCV103_C,FALSE
CCV104_A,FALSE
CCV104_A1B,FALSE
CCV104_C,FALSE
CCV105_A1B,FALSE
CCV105_C,FALSE
CCV106_A1B,FALSE
CCV106_C,FALSE
CCV107_A1B,FALSE
CCV107_C,FALSE
CCV108_A1B,FALSE
CCV108_C,FALSE
CCV109_A1B,FALSE
CCV109_C,FALSE
CCV11-1_A,FALSE
CCV11-1_A1B,FALSE
CCV11-1_C,FALSE
CCV11-2_A1B,FALSE
CCV11-2_C,FALSE
CCV110_A1B,FALSE
CCV110_C,FALSE
CCV111_A1B,FALSE
CCV111_C,FALSE
CCV112_A1B,FALSE
CCV112_C,FALSE
CCV113_A1B,FALSE
CCV113_C,FALSE
CCV114_A1B,FALSE
CCV114_C,FALSE
CCV115_A,FALSE
CCV115_A1B,FALSE
CCV115_C,FALSE
CCV116_A1B,FALSE
CCV116_C,FALSE
CCV117_A1B,FALSE
CCV117_C,FALSE
CCV118_A1B,FALSE
CCV118_C,FALSE
CCV12-1_A,FALSE
CCV12-1_A1B,FALSE
CCV12-1_C,FALSE
CCV12-2_A1B,FALSE
CCV12-2_C,FALSE
CCV126_A,FALSE
CCV126_A1B,FALSE
CCV126_C,FALSE
CCV127_A,FALSE
CCV127_A1B,FALSE
CCV127_C,FALSE
CCV128_A1B,FALSE
CCV128_C,FALSE
CCV13_A,FALSE
CCV13_A1B,FALSE
CCV13_C,FALSE
DCV102_A,FALSE
DCV103_C,FALSE
DCV104_A1B,FALSE
DCV105_A,FALSE
DCV106_C,FALSE
DCV107_A1B,FALSE
DCV108_C,FALSE
DCV109_C,FALSE
DCV110_A1B,FALSE
DCV112_C,FALSE
DCV113_C,FALSE
DCV114_A1B,FALSE
DCV116_C,FALSE
DCV117_A,FALSE
DCV117_C,FALSE
DCV118_A1B,FALSE
DCV119_C,FALSE
DCV121_C,FALSE
DCV123_C,FALSE
DCV125_C,FALSE
DCV126_A1B,FALSE
DCV127_A,FALSE
DCV128_C,FALSE
DCV129_A1B,FALSE
DCV130_C,FALSE
DCV131_C,FALSE
DCV132_A1B,FALSE
DCV134_C,FALSE
DCV135_A,FALSE
DCV135_C,FALSE
DCV136_A1B,FALSE
DCV137_C,FALSE
DCV139_C,FALSE
DCV14-1_A,FALSE
DCV14-1_C,FALSE
DCV14-2_C,FALSE
DCV14-3_A1B,FALSE
DCV14-3_C,FALSE
DCV141_C,FALSE
DCV142_A1B,FALSE
DCV143_A1B,FALSE
DCV143_C,FALSE
DCV144_C,FALSE
DCV145_A1B,FALSE
DCV145_C,FALSE
DCV146_C,FALSE
DCV147_A,FALSE
DCV147_A1B,FALSE
DCV147_C,FALSE
DCV148_A,FALSE
DCV148_A1B,FALSE
DCV148_C,FALSE
DCV149_C,FALSE
DCV15-1_A,FALSE
DCV15-1_C,FALSE
DCV15-2_C,FALSE
DCV15-3_A1B,FALSE
DCV15-3_C,FALSE
DCV150_C,FALSE
DCV151_C,FALSE
DCV152_A1B,FALSE
DCV152_C,FALSE
DCV153_C,FALSE
DCV154_A,FALSE
DCV154_A1B,FALSE
DCV154_C,FALSE
DCV155_A,FALSE
DCV155_A1B,FALSE
DCV155_C,FALSE
DCV156_C,FALSE
DCV157_C,FALSE
DCV158_C,FALSE
DCV159_C,FALSE
DCV16-1_A,FALSE
DCV16-1_C,FALSE
DCV16-2_C,FALSE
DCV16-3_A1B,FALSE
DCV16-3_C,FALSE
DCV161_A1B,FALSE
DCV162_C,FALSE
DCV163_C,FALSE
DCV165_A1B,FALSE
DCV166_C,FALSE
DCV167_C,FALSE
DCV169_A1B,FALSE
DCV169_C,FALSE
DCV17-1_A,FALSE
DCV17-1_C,FALSE
DCV17-2_C,FALSE
DCV17-3_A1B,FALSE
DCV170_A1B,FALSE
DCV170_C,FALSE
DCV172_A1B,FALSE
DCV173_A,FALSE
DCV173_C,FALSE
DCV174_C,FALSE
DCV175_A1B,FALSE
DCV176_A,FALSE
DCV176_C,FALSE
DCV177_C,FALSE
DCV178_A1B,FALSE
DCV179_A,FALSE
DCV179_C,FALSE
DCV180_C,FALSE
DCV181_A1B,FALSE
DCV182_A,FALSE
DCV182_C,FALSE
DCV183_C,FALSE
DCV184_A1B,FALSE
DCV185_C,FALSE
DCV186_C,FALSE
DCV188_A,FALSE
DCV188_C,FALSE
DCV189_C,FALSE
DCV190_A1B,FALSE
DCV191_A,FALSE
DCV191_C,FALSE
DCV192_C,FALSE
DCV193_A1B,FALSE
DCV193_C,FALSE
DCV194_A,FALSE
DCV194_C,FALSE
DCV195_C,FALSE
DCV196_A1B,FALSE
DCV196_C,FALSE
DCV197_C,FALSE
DCV198_C,FALSE
